Título atribuído	Outras remetências de título:	Categorias	Material original	Ano	País	Cidade	Estado	Sinopse	Termos descritores	Descritores secundários	Termos geográficos	Produção	Conteúdo examinado	Fontes utilizadas:	Fontes consultadas:	Observações:
CINE JORNAL BRASILEIRO. V.2, N.180	CINE JORNAL BRASILEIRO. 2x180	Cinejornal / Sonoro / Não ficção	35mm, BP, 11min, 305m, 24q	1943	BR	Rio de Janeiro	DF	"Depois da Conferência de Natal - Rio: A chegada do presidente Getúlio Vargas e a entrevista à imprensa." "No Palácio da Guerra - Rio: A cerimônia de entrega das espadas aos novos generais."	Jornalismo; Condecoração; Exército; Exposição; Artes Plásticas; Guerra Mundial, 2; Esporte; Exposição; Guerra Mundial, 2	Natal - RN; Roosevelt, Franklin Delano; Liga de Defesa Nacional; Feira de Arte Moderna; Exposição de Aeromodelismo, 1; Liga de Defesa Nacional; Churchill, Winston; UNE - União Nacional dos Estudantes; Palácio da Guerra, Rio de Janeiro - DF; Aeroporto Santos Dumont, Rio de Janeiro - DF; ABI - Associação Brasileira de Imprensa, Rio de Janeiro - DF; Clube Naval, Rio de Janeiro - DF; Palácio do Itamarati, Rio de Janeiro - DF; Palácio Tiradentes, Rio de Janeiro - DF	Rio de Janeiro - DF; Ilha do Piraquê, Rio de Janeiro - DF; Lagoa Rodrigo de Freitas, Rio de Janeiro - DF; Niterói - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Produzidas 6 cópias, segundo CP.
CINE JORNAL BRASILEIRO. V.2, N.181	CINE JORNAL BRASILEIRO. 2x181	Cinejornal / Sonoro / Não ficção	35mm, BP, 11min, 319m, 24q	1943	BR	Rio de Janeiro	DF	"Na Escola de Aeronáutica - Rio: 1.400 candidatos à carreira de aviador militar iniciam as provas do exame de admissão."	Concurso; Aeronáutica; Diplomacia - UY; Geografia; Indústria; Governo Estadual; Desfile; Carnaval	US; Cartografia; PA; Palácio do Itamarati, Rio de Janeiro - DF	Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Certamente distribuido pela Cooperativa Cinematográfica Brasileira, embora as fontes não informem. Produzidas 6 cópias, segundo CP.
CINE JORNAL BRASILEIRO. V.2, N.182	CINE JORNAL BRASILEIRO. 2x182	Cinejornal / Sonoro / Não ficção	35mm, BP, 9min, 265m, 24q	1943	BR	Rio de Janeiro	DF	"No Palácio Itamarati - Rio: É assinado o contrato do saneamento do Vale do Rio Doce." "Na piscina do C. R. Guanabara - Rio: Os mineiros vencem pela quarta vez o Campeonato Brasileiro de Natação Infanto-Juvenil."	Saneamento; Natação; Governo Federal; Saneamento; Ensino; Dança; Exposição; Jardinagem	Vale do Rio Doce - MG; US; Campeonato Brasileiro de Natação Infanto-Juvenil; Federação Atlética do Rio Grande do Sul; Clube Atlético Tiête; E. C. Paulistano; E. C. Corinthians; Preventório Santa Terezinha para Tuberculosos; Preventório Gustavo Capanema; Colônia Padre Damião; UNE - União Nacional dos Estudantes; Exposição Estadual de Flores e Frutos, 4; Palácio do Itamarati, Rio de Janeiro - DF; C. R. Guanabara, Rio de Janeiro - DF; Sanatório, Belém - PA; Sanatório de Tuberculosos, Belém - PA; Cultura Artística, Rio de Janeiro - DF; Faculdade de Medicina, São Paulo - SP	Rio de Janeiro - DF; Belém - PA; Petrópolis - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Produzidas 6 cópias, segundo CP.
CINE JORNAL BRASILEIRO. V.2, N.183	CINE JORNAL BRASILEIRO. 2x183	Cinejornal / Sonoro / Não ficção	35mm, BP, 10min, 296m, 24q	1943	BR	Rio de Janeiro	DF	"No Palácio do Catete - Rio: Entrega as suas credenciais o sr. Gonzalo Zaldumbide, primeiro embaixador do Equador no Brasil." "Escola Orsina da Fonseca - Rio: Recebem diplomas as alunas formadas no Curso Técnico-Profissional."	Diplomacia - EC; Solenidade; Ensino; Carnaval; Indústria; Farmácia; Exposição; Jardinagem; Marinha; Armamento	Palácio do Catete, Rio de Janeiro - DF; Escola Orsina da Fonseca, Rio de Janeiro - DF; Jardim Botânico, Rio de Janeiro - DF; Cacto; Guerra Mundial, 2	Rio de Janeiro - DF; Ilha das Cobras, Rio de Janeiro - DF	"No Jardim Botânico - Rio: São expostos numerosos e raros exemplares de cactos." "Pela vitória! - Rio: Trabalha-se intensamente no arsenal da Ilha das Cobras."	S	Material examinado CENS/II		Certamente distribuido pela Cooperativa Cinematográfica Brasileira, embora as fontes não informem. Produzidas 6 cópias, segundo CP.
CINE JORNAL BRASILEIRO. V.2, N.184	CINE JORNAL BRASILEIRO. 2x184	Cinejornal / Sonoro / Não ficção	35mm, BP, 9min, 257m, 24q	1943	BR	Rio de Janeiro	DF	"Na Escola Militar - Rio: A cerimônia de declaração dos novos aspirantes a oficial." "No Palacio Itamarati - Rio: É assinado o Tratado de Comércio e Navegação entre o Brasil e o Chile."	Exército; Solenidade; Comércio; Diplomacia - CL; Natação; Campanha; Saneamento; Governo Estadual; Solenidade; Obra Pública	Prova Popular de Natação; Tratado de Comércio e Navegação Brasil-Chile; Secretaria de Educação e Saúde do Estado de São Paulo; Instituto de Higiene, São Paulo - SP; Parque Internacional Livramento-Rivera; Livramento - RS; UY; Escola Militar do Relaengo, Rio de Janeiro - DF; Palácio do Itamarati, Rio de Janeiro - DF	Baía da Guanabara; São Paulo - SP	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Certamente distribuido pela Cooperativa Cinematográfica Brasileira, embora as fontes não informem. Produzidas 6 cópias, segundo CP.
CINE JORNAL BRASILEIRO. V.2, N.185	CINE JORNAL BRASILEIRO. 2x185	Cinejornal / Sonoro / Não ficção	35mm, BP, 9min, 256m, 24q	1943	BR	Rio de Janeiro	DF	"Embaixada Especial do Chile - Sua chegada a capital do país: A visita ao presidente Getúlio Vargas em Petrópolis." "Fundos para a Vitória - Rio: A propaganda do bônus de guerra durante o carnaval."	Diplomacia - CL; Campanha; Guerra Mundial, 2; Efeméride; Exposição; Correio; Embarcação; Marinha	Aeroporto Santos Dumont, Rio de Janeiro - DF; Casa da Moeda, Rio de Janeiro - DF; Carnaval; Embaixada Especial do Chile; UNE - União Nacional dos Estudantes; Liga de Defesa Nacional; Centenário de Petrópolis; Filatelia; Corveta Matias de Albuquerque	Rio de Janeiro - DF; Petrópolis - DF; Ilha do Viana, Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Certificado de censura estabelecido a partir da cópia.
CINE JORNAL BRASILEIRO. V.2, N.186	CINE JORNAL BRASILEIRO. 2x186	Cinejornal / Sonoro / Não ficção	35mm, BP, 10min, 270m, 24q	1943	BR	Rio de Janeiro	DF	"1o. Centenário de Petrópolis: O presidente Getúlio Vargas inaugura o Museu Imperial." "Um Ideal em Ação - Rio: A Casa do Estudante do Brasil terá um majestoso edifício próprio."	Efeméride; Museu; Obra Pública; Juventude; Governo Federal; Assistência Social; Solenidade; Exército; Armamento	Museu Imperial, Petrópolis - DF; Bairro Industrial de Cascatinha, Petrópolis - DF; Palácio da Guerra, Rio de Janeiro - DF; Artilharia da Costa; Centenário de Petrópolis; Casa do Estudante do Brasil, Rio de Janeiro - DF; Alegre, Conde de Porto	Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		
CINE JORNAL BRASILEIRO. V.2, N.187	CINE JORNAL BRASILEIRO. 2x187	Cinejornal / Sonoro / Não ficção	35mm, BP, 10min, 270m, 24q	1943	BR	Rio de Janeiro	DF	"Brasil, potência industrial: Prossegue, em ritmo acelerado, a construção da Fábrica Nacional de Motores." "No Aeroporto Santos Dumont - Rio: Chega a Missão Parlamentar Mexicana."	Indústria; Diplomacia - MX; Remo; Efeméride; Ferrovia; Urbanismo; Ferrovia	Aeroporto Santos Dumont, Rio de Janeiro - DF; Motor; Fábrica Nacional de Motores; US; Missão Parlamentar MexicanaCompanhia Aérea Panamerican; Botafogo F. R.; Prova Presidente Getúlio Vargas; Aniversário da Estrada de Ferro Central do Brasil, 85; Exposição Comemorativa da Estrada de Ferro Central do Brasil; Estrada de Ferro Central do Brasil-Variante de Poá	Cais do Porto, Rio de Janeiro - DF; Baía da Guanabara	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		
CINE JORNAL BRASILEIRO. V.2, N.188	CINE JORNAL BRASILEIRO. 2x188; EDIÇÃO ESPECIAL	Cinejornal / Sonoro / Não ficção	35mm, BP, 9min, 260m, 24q	1943	BR	Rio de Janeiro	DF	"A Cidade Imperial - 1843-1943: A Petrópolis, no primeiro centenário de sua fundação."	Efeméride	Centenário de Petrópolis; Museu Imperial, Petrópolis - DF; Palácio Rio Negro, Petrópolis - DF; Tênis Clube, Petrópolis - DF; Catedral de Petrópolis, Petrópolis - DF; Praça Osvaldo Cruz, Petrópolis - DF; Rua Riachuelo, Petrópolis - DF; Vila Rio Branco, Petrópolis - DF; Residência de Santos Dumont, Petrópolis - DF	Petrópolis - DF; Bairro Industrial de Cascatinha, Petrópolis - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Certamente distribuido pela Cooperativa Cinematográfica Brasileira, embora as fontes não informem.
CINE JORNAL BRASILEIRO. V.2, N.189	CINE JORNAL BRASILEIRO. 2x189	Cinejornal / Sonoro / Não ficção	35mm, BP, 7min, 190m, 24q	1943	BR	Rio de Janeiro	DF	"Brasil-Paraguai: O Presidente Getúlio Vargas recebe o ministro Anibal Delmão - uma homenagem do ministro Marcondes Filho ao nosso eminente hóspede." "Na Associação Comercial - Rio: A sessão solene em homenagem ao Ministro da Guerra e ao Exército."	Diplomacia - PY; Exército; Aeronáutica; Palestra; Amazônia; Indústria; Automóvel; Previdência Social; Obra pública; Caça	Associação Comercial do Rio de Janeiro; Ministério da Guerra; Bombardeiro Britania I; Escola do Estado Maior do Exército; Coordenação da Mobilização Econômica; Fábrica Nacional de Motores; Instituto de Resseguros do Brasil; Regimento de Cavalaria Divisionária, 1; Raposa	Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Produzidas 6 cópias, segundo CENS/II.
CINE JORNAL BRASILEIRO. V.2, N.190	CINE JORNAL BRASILEIRO. 2x190	Cinejornal / Sonoro / Não ficção	35mm, BP, 8min, 222m, 24q	1943	BR	Rio de Janeiro	DF	"Brasil-Paraguai: O Presidente Getúlio Vargas recebe o Ministro Anibal Delmas. Uma homenagem do Ministro Marcondes Filho ao nosso eminente hóspede." "Na Associação Comercial - Rio: A sessão solene em homenagem ao Ministro da Guerra e ao Exército."	Diplomacia -PY; Solenidade; Exército; Governo Federal; Solenidade; Aeronáutica; Conferência; Exército; Solenidade; Indústria; Solenidade; Caça; Exército	Avião Britania I; FAB - Força Aérea Brasileira; Fraternidade do Fole; Coordenação da Mobilização Econômica sobre os problemas da Amazônia; AM; Comissão de Controle dos Acordos de Washington; Motor; Fábrica Nacional de Motores; Raposa; Regimento de Cavalaria Divisionária, 1; Associação Comercial, Rio de Janeiro - DF; Escola do Estado Maior do Exército, Rio de Janeiro - DF; Instituto de Resseguros do Brasil, Rio de Janeiro - DF	Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Este cinejornal apresenta três certificados diferentes colados aos documentos NN00041X e SN00289Z; a numeração mais próxima é a do Volume II Número 189 (contida no SN00289Z), que ainda não é a correta porque a metragem do filme e a do certificado não são compatíveis. Certamente distribuido pela Cooperativa Cinematográfica Brasileira, embora as fontes não informem.
CINE JORNAL BRASILEIRO. V.2, N.191	CINE JORNAL BRASILEIRO. 2x191	Cinejornal / Sonoro / Não ficção	35mm, BP, 9min, 260m, 24q	1943	BR	Rio de Janeiro	DF	"Brasil-Paraguai - Niterói: As homenagens ao Ministro Anibal Delmas no Estádio Caio Martins." "Abrindo Espaço ao Porvir - Rio: Prosseguem ativamente as obras de abertura da avenida Getúlio Vargas."	Diplomacia - PY; Urbanismo; Governo Federal; Campanha; Saúde; Teatro	Estádio Caio Martins, Niterói - DF; Teatro Municipal do Rio de Janeiro - DF; Colônia Santa Isabel, Belo Horizonte - MG; Mal de Hansen; Lepra	Avenida Getúlio Vargas, Rio de Janeiro - DF; Belo Horizonte - MG	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Certificado de censura estabelecido a partir da cópia. Produzidas 6 cópias, segundo CP.
CINE JORNAL BRASILEIRO. V.2, N.192	CINE JORNAL BRASILEIRO. 2x192	Cinejornal / Sonoro / Não ficção	35mm, BP, 7min, 197m, 24q	1943	BR	Rio de Janeiro	DF	"O Território das Missões: Exemplo soberbo de uma atividade artística que enriqueceu o Brasil, as ruínas de São Miguel são um atestado do trabalho civilizador dos jesuítas. Em São Borja."	Igreja Católica	Jesuítas; Hotel Avenida, Santo Ângelo - RS; Colégio Elementar Getúlio Vargas, São Borja - RS	São Borja - RS	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Certamente distribuido pela Cooperativa Cinematográfica Brasileira, embora as fontes não informem. Produzidas 6 cópias, segundo CP.
CINE JORNAL BRASILEIRO. V.2, N.193	CINE JORNAL BRASILEIRO. 2x193; EDIÇÃO ESPECIAL	Cinejornal / Sonoro / Não ficção	35mm, BP, 7min17seg, 200m, 24q	1943	BR	Rio de Janeiro	DF	"Tiradentes: Protomártir da independência, símbolo do heroísmo nativo e do ideal de liberade". Tributo a Joaquim José da Silva Xavier, o Tiradentes, sua vida e sua trajetória. A cidade de Tiradentes-MG, batizada em homenagem ao inconfidente. O Paço Municipal, atual Câmara Municipal de Tiradentes, a Igreja Matriz de Santo Antônio e o Chafariz de São José. A cidade de Ouro Preto, coração da Inconfidência Mineira. A casa dos Inconfidentes, a Praça Tiradentes, o Museu da Inconfidência e a estátua de Tiradentes. O Palácio Tiradentes, antiga Cadeia Velha, onde ficou preso o líder da Inconfidência Mineira. Objetos expostos no Palácio Tiradentes, entre os quais as grades da antiga cela de Tiradentes e parte da forca onde o inconfidente foi enforcado. "Tiradentes sofreu e morreu pela idéia de uma pátria livre. Honraremos sempre a sua memória repelindo, com firmeza e energia, quaisquer formas de escravização do Brasil, cada vez mais engrandecido e prestigioso entre as democracias que trabalham por um mundo melhor".	Efeméride; História; Inconfidência Mineira; Xavier, Joaquim José da Silva; Tiradentes	Cidade; Tiradentes - MG; Ouro Preto - MG; Estátua de Tiradentes, Rio de Janeiro - DF; Estátua de Tiradentes, Ouro Preto - MG; Praça Tiradentes, Ouro Preto - MG; Rua Tiradentes, Ouro Preto - MG; Casa de Tomás Antônio Gonzaga, Ouro Preto - MG; Casa dos Inconfidentes, Ouro Preto - MG; Museu da Inconfidendência, Ouro Preto - MG; Palácio Tiradentes, Rio de Janeiro - DF; Chafariz de São José, Tiradentes - MG	Rio de Janeiro - DF; Tiradentes - MG; Ouro Preto - MG; Rua Tiradentes, Ouro Preto - MG; Igreja Matriz de Santo Antonio, Tiradentes - MG; Paço Municipal, Tiradentes - MG; Praça Tiradentes, Ouro Preto - MG; Museu da Inconfidência, Ouro Preto - MG; Palácio Tiradentes, Rio de Janeiro - DF; Casa dos Inconfidentes, Ouro Preto - MG; Casa de Tomás Antônio Gonzaga, Ouro Preto - MG; Chafariz de São José, Tiradentes - MG	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	CB/Transcrição de letreiros CENS/DOU		Certamente distribuido pela Cooperativa Cinematográfica Brasileira, embora as fontes não informem. O material de topo NP00172Z foi copiado pela <FAN> - <Filmes Artísticos Nacionais> a pedido do <Departamento Nacional de Informações>.
CINE JORNAL BRASILEIRO. V.2, N.194	CINE JORNAL BRASILEIRO. 2x194	Cinejornal / Sonoro / Não ficção	35mm, BP, 7min, 210m, 24q	1943	BR	Rio de Janeiro	DF	"Novas Rodovias: R.G.do Sul: A costrução da estrada ligando os municípios de Vacaria, Lagoa Vermelha e Passo Fundo."	Rodovia	Vacaria - RS; Lagoa Vermelha - RS; Passo Fundo - RS; Companhia Agrícola Fazenda da Chapada Ltda.Colégio Rainha da Paz; Exército; Batalhão Rodoviário, 3	RS	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Certamente distribuido pela Cooperativa Cinematográfica Brasileira, embora a fonte não informe. Produzidas 6 cópias, segundo CP.
CINE JORNAL BRASILEIRO. V.2, N.195	CINE JORNAL BRASILEIRO. 2X195	Cinejornal / Sonoro / Não ficção	35mm, BP, 9min, 240m, 24q	1943	BR	Rio de Janeiro	DF	"1o. de Maio - Rio: O presidente Getúlio Vargas inaugura um restaurante operário na avenida Suburbana." "Escola Naval - Rio: A cerimônia de incorporação dos novos aspirantes do Curso Prévio."	Restaurante; Marinha; Ensino; Telecomunicação; Aeronáutica; Primeiro de Maio; Manifestação	Palácio do Itamarati, Rio de Janeiro - DF; Esplanada do Castelo, Rio de Janeiro - DF; Primeiro de Maio; Serviço de Alimentação da Previdência Social; Telégrafo; PT; FAB - Força Aérea Brasileira	Avenida Suburbana, Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	CB/FI CENS/II	JMC/PCP	Produzidas 6 cópias, segundo CP.
CINE JORNAL BRASILEIRO. V.2, N.196	CINE JORNAL BRASILEIRO. 2x196	Cinejornal / Sonoro / Não ficção	35mm, BP, 12min, 332m, 24q	1943	BR	Rio de Janeiro	DF	"A Visita do Presidente do Paraguai ao Brasil I - O Embarque do Presidente Higino Morinigo em Assunción. Aspectos colhidos nas etapas do percurso fluvial e terrestre: Porto Esperança, Campo Grande, São Paulo e Rio de Janeiro."	Visita Estrangeira - PY	Palácio do Catete, Rio de Janeiro - DF; Palácio do Itamarati, Rio de Janeiro - DF; Serviço de Alimentação da Previdência Social	SP; Campo Grande - MS; Porto Esperança - MS	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Produzidas 6 cópias com 320 metros cada, segundo CP. O assunto abordado nesta edição do <Cine Jornal Brasileiro> tem continuação em <Cine Jornal Brasileiro. V.2, N.197>, produzido pelo <DIP> - <Departamento de Imprensa e Propaganda> em 1943.
CINE JORNAL BRASILEIRO. V.2, N.197	CINE JORNAL BRASILEIRO. 2x197	Cinejornal / Sonoro / Não ficção	35mm, BP, 7min, 209m, 24q	1943	BR	Rio de Janeiro	DF	"A Visita do Presidente do Paraguai ao Brasil II - Numerosas e expressivas homenagens são prestadas ao General Higino Morinigo."	Visita Estrangeira - PY	CSN - Companhia Siderúrgica Nacional; Escola Técnica do Exército, Rio de Janeiro - DF; Escola do Estado Maior do Exército, Rio de Janeiro - DF; Marinha; Palácio da Guerra, Rio de Janeiro - DF; Supremo Tribunal Federal, Rio de Janeiro - DF; Instituto de Educação do Distrito Federal, Rio de Janeiro - DF; Escola Paraguai, Rio de Janeiro - DF	Ilha das Cobras, Rio de Janeiro - DF; Praia Vermelha, Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Certificado de censura estabelecido a partir da cópia. Produzidas 6 cópias com 200 metros cada, segundo CP.
CINE JORNAL BRASILEIRO. V.2, N.198	CINE JORNAL BRASILEIRO. 2x198	Cinejornal / Sonoro / Não ficção	35mm, BP, 7min, 193m, 24q	1943	BR	Rio de Janeiro	DF	"A Visita do Presidente do Paraguai ao Brasil III - Numerosas e expressivas homenagens são prestadas ao General Higino Morigino."	Visita Estrangeira - PY	Jockey Clube, Rio de Janeiro - DF	Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Certificado de censura estabelecido a partir da cópia. Produzidas 6 cópias com 205 metros cada, segundo CP.
CINE JORNAL BRASILEIRO. V.2, N.199	CINE JORNAL BRASILEIRO. 2x199	Cinejornal / Sonoro / Não ficção	35mm, BP, 8min, 230m, 24q	1943	BR	Rio de Janeiro	DF	"Indústria Nacional - Assunción: A Faculdade de Odontologia utiliza material brasileiro." "Manifestação de Fé Católica - Rio: A missa da Páscoa dos Militares no jardim da Praça da República."	Indústria; Farmácia; Páscoa; Missa; Igreja Católica; Exército; Solenidade; Indústria; Alimentação; Guerra Mundial, 2; Teatro; Solenidade; Exército	Odontologia; Carne; DIP - Departamento de Imprensa e Propaganda; Divisão de Cinema e Teatro; Faculdade de Odontologia, Assunción - PY; Fundação Osório, Rio de Janeiro - DF; Colégio Militar, Rio de Janeiro - DF	Praça da República, Rio de Janeiro - DF; Livramento - RS	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Produzidas 6 cópias, segundo CP.
CINE JORNAL BRASILEIRO. V.2, N.200	CINE JORNAL BRASILEIRO. 2x200	Cinejornal / Sonoro / Não ficção	35mm, BP, 10min, 281m, 24q	1943	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	N	CENS/II JIMS/OESP		Certamente distribuido pela Cooperativa Cinematográfica Brasileira, embora as fontes não informem. Produzidas 6 cópias com 288 metros cada, segundo CP.
